Ticker,EntryDate,EntryPrice,StopPrice,Qty,RiskPerTrade,ExitDate,ExitPrice,Profit
RELIANCE.NS,2025-06-12 11:25:00+05:30,1451.4000244140625,1449.328604561942,24,50.0,2025-06-12 11:35:00+05:30,1449.0999755859375,-55.201171875
RELIANCE.NS,2025-06-13 11:30:00+05:30,1426.0,1424.5071411132812,33,50.0,2025-06-13 11:35:00+05:30,1427.9000244140625,62.7008056640625
RELIANCE.NS,2025-06-16 09:40:00+05:30,1432.0,1429.0928867885045,17,50.0,2025-06-16 09:45:00+05:30,1429.0928867885045,-49.420924595423
RELIANCE.NS,2025-06-23 11:15:00+05:30,1452.4000244140625,1450.771449497768,30,50.0,2025-06-23 11:35:00+05:30,1454.4000244140625,60.0
RELIANCE.NS,2025-06-30 09:30:00+05:30,1520.0,1516.449986049107,14,50.0,2025-06-30 09:35:00+05:30,1516.449986049107,-49.700195312500455
RELIANCE.NS,2025-06-30 10:10:00+05:30,1523.9000244140625,1519.5857456752233,11,50.0,2025-06-30 10:20:00+05:30,1519.5857456752233,-47.45706612723143
RELIANCE.NS,2025-07-04 09:40:00+05:30,1522.9000244140625,1518.0714372907366,10,50.0,2025-07-04 10:25:00+05:30,1520.5,-24.000244140625
RELIANCE.NS,2025-07-08 11:05:00+05:30,1538.0999755859375,1536.2356828962054,26,50.0,2025-07-08 11:30:00+05:30,1540.8964146205358,72.70741489955526
RELIANCE.NS,2025-07-17 11:20:00+05:30,1483.699951171875,1482.0713762555804,30,50.0,2025-07-17 11:35:00+05:30,1484.800048828125,33.0029296875
RELIANCE.NS,2025-07-25 11:25:00+05:30,1397.0,1394.5642961774554,20,50.0,2025-07-25 11:30:00+05:30,1394.5642961774554,-48.71407645089221
RELIANCE.NS,2025-07-29 11:30:00+05:30,1396.199951171875,1394.3856724330358,27,50.0,2025-07-29 11:35:00+05:30,1396.5999755859375,10.8006591796875
RELIANCE.NS,2025-07-30 11:20:00+05:30,1413.0,1410.4357038225446,19,50.0,2025-07-30 11:35:00+05:30,1411.5,-28.5
RELIANCE.NS,2025-07-31 11:30:00+05:30,1395.199951171875,1392.6570957728795,19,50.0,2025-07-31 11:35:00+05:30,1394.0999755859375,-20.8995361328125
RELIANCE.NS,2025-08-01 10:00:00+05:30,1402.199951171875,1398.507071358817,13,50.0,2025-08-01 11:10:00+05:30,1398.507071358817,-48.00743756975362
RELIANCE.NS,2025-08-06 10:30:00+05:30,1390.5999755859375,1388.064252580915,19,50.0,2025-08-06 10:35:00+05:30,1388.064252580915,-48.17873709542596
RELIANCE.NS,2025-08-06 11:10:00+05:30,1390.0,1388.0857107979912,26,50.0,2025-08-06 11:30:00+05:30,1392.8714338030131,74.65727887834146
RELIANCE.NS,2025-08-11 10:50:00+05:30,1371.5,1368.9357212611608,19,50.0,2025-08-11 10:55:00+05:30,1368.9357212611608,-48.721296037945194
RELIANCE.NS,2025-08-20 09:45:00+05:30,1421.699951171875,1419.1714041573662,19,50.0,2025-08-20 09:55:00+05:30,1419.1714041573662,-48.04239327566779
RELIANCE.NS,2025-08-28 10:50:00+05:30,1384.0,1380.8428519112724,15,50.0,2025-08-28 11:25:00+05:30,1380.8428519112724,-47.35722133091372
TCS.NS,2025-06-13 10:55:00+05:30,3430.89990234375,3426.2498953683034,10,50.0,2025-06-13 11:05:00+05:30,3437.87491280692,69.75010463169838
TCS.NS,2025-06-20 11:20:00+05:30,3425.699951171875,3419.6714215959823,8,50.0,2025-06-20 11:35:00+05:30,3431.0,42.400390625
TCS.NS,2025-06-23 11:30:00+05:30,3398.5,3394.8285784040177,13,50.0,2025-06-23 11:35:00+05:30,3398.199951171875,-3.900634765625
TCS.NS,2025-07-04 10:10:00+05:30,3407.5,3401.98575265067,9,50.0,2025-07-04 10:40:00+05:30,3415.771371023995,74.44233921595514
TCS.NS,2025-07-07 09:35:00+05:30,3423.0,3418.714285714286,11,50.0,2025-07-07 09:40:00+05:30,3418.714285714286,-47.14285714285643
TCS.NS,2025-07-07 09:50:00+05:30,3424.60009765625,3419.885811941964,10,50.0,2025-07-07 09:55:00+05:30,3419.885811941964,-47.14285714285779
TCS.NS,2025-07-08 11:25:00+05:30,3410.60009765625,3406.1929234095983,11,50.0,2025-07-08 11:35:00+05:30,3413.60009765625,33.0
TCS.NS,2025-07-10 09:35:00+05:30,3395.10009765625,3387.3501325334823,6,50.0,2025-07-10 09:50:00+05:30,3387.3501325334823,-46.49979073660597
TCS.NS,2025-07-23 10:40:00+05:30,3165.699951171875,3161.8499930245534,12,50.0,2025-07-23 10:55:00+05:30,3171.4748883928573,69.29924665178805
TCS.NS,2025-07-25 10:10:00+05:30,3154.699951171875,3149.0928083147323,8,50.0,2025-07-25 10:15:00+05:30,3149.0928083147323,-44.8571428571413
TCS.NS,2025-07-30 11:10:00+05:30,3061.10009765625,3058.350115094866,18,50.0,2025-07-30 11:15:00+05:30,3065.225071498326,74.24952915736958
TCS.NS,2025-08-04 10:15:00+05:30,3007.10009765625,3001.1072126116073,8,50.0,2025-08-04 10:40:00+05:30,3016.0894252232138,71.91462053571013
TCS.NS,2025-08-11 10:25:00+05:30,3042.0,3036.9857352120534,9,50.0,2025-08-11 11:35:00+05:30,3040.0,-18.0
TCS.NS,2025-08-13 10:10:00+05:30,3042.0,3036.764317103795,9,50.0,2025-08-13 10:30:00+05:30,3036.764317103795,-47.12114606584646
TCS.NS,2025-08-14 10:35:00+05:30,3044.39990234375,3040.7570452008927,13,50.0,2025-08-14 10:40:00+05:30,3040.7570452008927,-47.35714285714539
TCS.NS,2025-08-18 09:45:00+05:30,3026.699951171875,3022.69278390067,12,50.0,2025-08-18 10:10:00+05:30,3022.69278390067,-48.08600725446195
TCS.NS,2025-08-19 11:00:00+05:30,3020.60009765625,3018.135811941964,20,50.0,2025-08-19 11:05:00+05:30,3024.2965262276784,73.92857142856883
TCS.NS,2025-08-26 09:35:00+05:30,3148.5,3142.9000069754466,8,50.0,2025-08-26 09:45:00+05:30,3142.9000069754466,-44.79994419642753
TCS.NS,2025-08-28 11:20:00+05:30,3126.199951171875,3121.1142926897323,9,50.0,2025-08-28 11:35:00+05:30,3120.800048828125,-48.59912109375
TCS.NS,2025-08-29 11:00:00+05:30,3097.699951171875,3093.449933733259,11,50.0,2025-08-29 11:10:00+05:30,3104.074977329799,70.12528773716303
TCS.NS,2025-09-02 09:50:00+05:30,3120.10009765625,3114.46444266183,8,50.0,2025-09-02 10:05:00+05:30,3128.55358014788,67.62785993303987
INFY.NS,2025-06-12 10:55:00+05:30,1615.5,1612.7214093889509,17,50.0,2025-06-12 11:20:00+05:30,1619.6678859165736,70.85406058175113
INFY.NS,2025-06-13 10:35:00+05:30,1601.4000244140625,1597.86430140904,14,50.0,2025-06-13 11:05:00+05:30,1606.7036089215962,74.25018310547239
INFY.NS,2025-06-30 11:10:00+05:30,1602.4000244140625,1600.4285975864955,25,50.0,2025-06-30 11:15:00+05:30,1601.9000244140625,-12.5
INFY.NS,2025-07-01 09:30:00+05:30,1614.5,1611.5785609654017,17,50.0,2025-07-01 09:40:00+05:30,1611.5785609654017,-49.66446358817075
INFY.NS,2025-07-04 10:10:00+05:30,1621.0999755859375,1618.1642543247767,17,50.0,2025-07-04 11:35:00+05:30,1623.4000244140625,39.100830078125
INFY.NS,2025-07-08 11:20:00+05:30,1628.699951171875,1626.5142124720983,22,50.0,2025-07-08 11:30:00+05:30,1631.97855922154,72.12937709263178
INFY.NS,2025-07-18 09:35:00+05:30,1590.4000244140625,1587.0571463448662,14,50.0,2025-07-18 09:40:00+05:30,1587.0571463448662,-46.800292968748636
INFY.NS,2025-07-21 11:00:00+05:30,1582.0,1579.8928484235491,23,50.0,2025-07-21 11:35:00+05:30,1580.9000244140625,-25.2994384765625
INFY.NS,2025-07-22 10:45:00+05:30,1584.4000244140625,1581.2571672712054,15,50.0,2025-07-22 11:05:00+05:30,1581.2571672712054,-47.142857142856656
INFY.NS,2025-07-29 11:25:00+05:30,1506.199951171875,1504.1856689453125,24,50.0,2025-07-29 11:35:00+05:30,1504.5,-40.798828125
INFY.NS,2025-07-30 11:15:00+05:30,1516.0,1513.8428519112724,23,50.0,2025-07-30 11:25:00+05:30,1519.2357221330913,74.42160906109893
INFY.NS,2025-07-31 11:25:00+05:30,1507.4000244140625,1505.2285853794642,23,50.0,2025-07-31 11:30:00+05:30,1510.65718296596,74.91464669364063
INFY.NS,2025-08-04 11:20:00+05:30,1465.800048828125,1463.5000523158483,21,50.0,2025-08-04 11:35:00+05:30,1463.9000244140625,-39.9005126953125
INFY.NS,2025-08-11 10:50:00+05:30,1424.199951171875,1422.228506905692,25,50.0,2025-08-11 10:55:00+05:30,1422.228506905692,-49.28610665457427
INFY.NS,2025-08-22 11:15:00+05:30,1494.699951171875,1493.0428118024554,30,50.0,2025-08-22 11:35:00+05:30,1495.800048828125,33.0029296875
INFY.NS,2025-08-26 09:35:00+05:30,1536.800048828125,1533.3786010742188,14,50.0,2025-08-26 09:40:00+05:30,1533.3786010742188,-47.9002685546875
INFY.NS,2025-08-26 09:45:00+05:30,1534.9000244140625,1531.085728236607,13,50.0,2025-08-26 10:00:00+05:30,1531.085728236607,-49.585850306920065
INFY.NS,2025-09-02 10:25:00+05:30,1496.699951171875,1494.3285348074776,21,50.0,2025-09-02 10:35:00+05:30,1494.3285348074776,-49.799743652345796
